nombre,atc,estado,fecha_seguimiento,listado
VECURONIO BROMURO POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCIÓN INYECTABLE 4 mg/ml y 10 mg/ml,M03AC03,monitorizacion,2025-07-11,activo
"VENLAFAXINA TABLETA DE LIBERACION PROLONGADA 37.5 mg, 75 mg y 150 mg",N06AX16,monitorizacion,2026-05-29,activo
VIGABATRINA TABLETA 500 mg,N03AG04,monitorizacion,2026-01-31,activo
VITAMINA C (ACIDO ASCORBICO) TABLETA MASTICABLE 500 mg,A11GA01,monitorizacion,2025-12-10,activo
VILDAGLIPTINA TABLETA 50 mg,A10BH02,monitorizacion,2025-11-28,activo
VILDAGLIPTINA+METFORMINA CLORHIDRATO TABLETA 50 mg+ 850 mg,A10BD08,monitorizacion,2026-03-31,activo
WARFARINA TABLETA 5 mg,B01AA03,monitorizacion,2025-03-31,activo
ZIDOVUDINA SOLUCIÓN INYECTABLE 10mg/mL,J05AF01,monitorizacion,2026-04-20,activo
ZIDOVUDINA SOLUCIÓN ORAL 10 mg/ml,J05AF01,monitorizacion,2026-04-20,activo
ZOFENOPRIL CALCICO TABLETA 15 mg y 30 mg,C09AA15,monitorizacion,2025-11-28,activo
ACETAMINOFEN + CODEINA TABLETA 325 mg + 30 mg,N02AJ06,no_desabastecido,2026-04-30,cerrado
ACETAMINOFÉN + HIDROCODONA TABLETA 325 mg + 5 mg,N02BE71,no_desabastecido,2026-02-27,cerrado
"ACETAMINOFÉN + OXICODONA TABLETA 325 mg + 5 mg, 325 mg + 10 mg, 325 mg + 20 mg",N02AJ17,no_desabastecido,2024-03-22,cerrado
ACETATO DE MEGESTROL TABLETA 160 mg,L02AB01,no_desabastecido,2023-05-31,cerrado
ACETATO DE ALUMINIO LOCIÓN 0.05 g / 100 ml,D02AX99,no_desabastecido,2026-05-29,cerrado
ACICLOVIR UNGÜENTO OFTÁLMICO 3 g,J05AB01,no_desabastecido,2024-03-22,cerrado
"ACIDO POLIACRILICO GEL ESTÉRIL INTRAOCULAR / OFTÁLMICO 0,2% Y 0,25%",S01XA20,no_desabastecido,2026-02-26,cerrado
ÁCIDO TRANEXÁMICO SOLUCIÓN INYECTABLE 100 mg/ml,B02AA02,no_desabastecido,2026-02-26,cerrado
ACIDO TRANEXÁMICO TABLETA 500 mg,B02AA02,no_desabastecido,2025-05-30,cerrado
ACTIVADOR TISULAR DEL PLASMINÓGENO HUMANO ALTEPLASA T- PA) (10000u) POLVO PARA RECONSTITUIR A SOLUCIÓN INYECTABLE 50 mg / VIAL,B01AD02,no_desabastecido,2022-10-06,cerrado
ADRENALINA SOLUCIÓN INYECTABLE 1 mg/mL,C01CA24,no_desabastecido,2024-05-29,cerrado
"AFATINIB TABLETA 20 mg, 30 mg Y 40 mg",L01EB03,no_desabastecido,2023-04-12,cerrado
ANTIACIDOS CON BICARBONATO DE SODIO + ALGINATO DE SODIO + CARBONATO DE CALCIO SUSPENSION ORAL 2.13000 g | 5.00000 g | 3.25000 g - 2.67000 g | 1.60000 g | 5.00000 g,A02AH99,no_desabastecido,2026-02-27,cerrado
AGUA ESTÉRIL DE GRANDES VOLÚMENES 500 ml - 1000 ml - 3000 ml,V07AB,no_desabastecido,2024-02-24,cerrado
ALBENDAZOL SUSPENSIÓN ORAL 2 g/100mL Y 4 g/100mL,P02CA03,no_desabastecido,2024-05-29,cerrado
ALBENDAZOL TABLETA 200 mg Y 400 mg,P02CA03,no_desabastecido,2024-05-29,cerrado
ALIZAPRIDA SLN INYECTABLE 50mg/2ml,A03FA05,no_desabastecido,2026-02-27,cerrado
ALIZAPRIDA SLN ORAL EN GOTAS 1.2% 15ML,A03FA05,no_desabastecido,2026-02-27,cerrado
ALPRAZOLAM SOLUCIÓN ORAL (GOTAS) 0.75 mg/mL,N05BA12,no_desabastecido,2025-05-31,cerrado
ALPROSTADIL SOLUCIÓN INYECTABLE 500 mcg/ml,G04BE01,no_desabastecido,2024-04-25,cerrado
ALPROSTADIL SOLUCION INYECTABLE 0.5 mg,C01EA01,no_desabastecido,2025-03-31,cerrado
ALPROSTADIL SOLUCIÓN CONCENTRADA PARA INFUSIÓN 20 mcg / VIAL,C01EA01,no_desabastecido,2025-03-31,cerrado
ALPROSTADIL SOLUCION INYECTABLE 20 mcg / VIAL,C01EA01,no_desabastecido,2025-03-31,cerrado
ALPROSTADIL SOLUCION INYECTABLE 500 mcg / VIAL,C01EA01,no_desabastecido,2025-03-31,cerrado
AMBRISENTAN TABLETA 5mg Y 10mg,C02KX02,no_desabastecido,2025-02-28,cerrado
AMBROXOL SOLUCIÓN ORAL/JARABE 600mg/100ml (30mg/5ml) 300mg/100ml (15mg/5ml) 250mg/100ml,R05CB06,no_desabastecido,2025-02-28,cerrado
AMITRIPTILINA TABLETA 25 mg,N06AA09,no_desabastecido,2025-11-28,cerrado
AMLODIPINO TABLETA 5 mg Y 10 mg,C08CA01,no_desabastecido,2023-04-23,cerrado
AMLODIPINO + HIDROCLOROTIAZIDA TABLETA 5 mg + 12.5 mg,C08CA01,no_desabastecido,2023-04-23,cerrado
AMLODIPINO + INDAPAMIDA TABLETA 1.5 mg + 5 mg,C08CA01,no_desabastecido,2023-04-23,cerrado
AMOXICILINA CÁPSULA DURA Y TABLETA 500 mg,J01CA04,no_desabastecido,2025-08-29,cerrado
AMOXICILINA + CLAVULANATO SUSPENSIÓN ORAL 400mg + 57mg/5ml 600mg + 42.9mg/5ml,J01CR02,no_desabastecido,2024-03-22,cerrado
AMOXICILINA + CLAVULANATO TABLETA 500 mg + 125 mg - 875 mg + 125mg,J01CR02,no_desabastecido,2024-04-25,cerrado
ANASTROZOL TABLETA 1.0 mg,L02BG03,no_desabastecido,2025-11-28,cerrado
ANILLO VAGINAL CON PROGESTAGENO + ESTROGENO SISTEMA DE LIBERACION 2.7 mg + 11.7 mg,G02BB01,no_desabastecido,2025-03-31,cerrado
APALUTAMIDA TABLETA 240 mg,L02BB05,no_desabastecido,2025-03-31,cerrado
APALUTAMIDA TABLETA 60 mg,L02BB05,no_desabastecido,2025-03-31,cerrado
APIXABAN TABLETA 2.5 mg,B01AF02,no_desabastecido,2026-02-27,cerrado
APOMORFINA SOLUCIÓN INYECTABLE 10 mg/ml,N04BC07,no_desabastecido,2025-07-10,cerrado
APOMORFINA CLORHIDRATO HEMIHIDRATO 5 mg SOLUCION INYECTABLE,N04BC07,no_desabastecido,2026-02-26,cerrado
ATAZANAVIR + RITONAVIR TABLETA 300 mg + 100 mg,J05AR23,no_desabastecido,2025-05-30,cerrado
ATORVASTATINA CÁPSULA BLANDA 20 mg Y 40 mg,C10AA05,no_desabastecido,2025-06-25,cerrado
"ATORVASTATINA TABLETA 10 mg, 20 mg, 40 mg Y 80 mg",C10AA05,no_desabastecido,2025-05-30,cerrado
AZATIOPRINA TABLETAS 50mg,L04AX01,no_desabastecido,2026-02-27,cerrado
AZITROMICINA SOLUCIÓN OFTÁLMICA 15 mg / ml,S01AA26,no_desabastecido,2026-04-30,cerrado
AZUL DE METILENO SOLUCIÓN INYECTABLE 50 mg/5ml (10 mg/ml),V03AB17,no_desabastecido,2023-01-13,cerrado
BICALUTAMIDA TABLETA 50 mg Y 150 mg,L02BB03,no_desabastecido,2025-09-29,cerrado
BIPERIDENO TABLETA 2 mg,N04AA02,no_desabastecido,2024-06-28,cerrado
BISOPROLOL + AMLODIPINO TABLETA 5 mg + 10 mg Y 5 mg + 5 mg,C07FB07,no_desabastecido,2023-04-23,cerrado
"BISOPROLOL + HIDROCLOROTIAZIDA TABLETA 2.5 mg, 5 mg Y 10 mg",C07BB07,no_desabastecido,2023-04-23,cerrado
BLEOMICINA POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCIÓN INYECTABLE 15 UI / VIAL,L01DC01,no_desabastecido,2025-02-28,cerrado
"BORTEZOMIB POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE 3,5 mg / 10 ml (Vial)",L01XX32,no_desabastecido,2026-02-27,cerrado
BOSENTAN TABLETA 125 mg,C02KX01,no_desabastecido,2024-07-31,cerrado
BOSENTAN TABLETA 62.5 mg,C02KX01,no_desabastecido,2024-06-28,cerrado
BRIMONIDINA + TIMOLOL + DORZOLAMIDA SOLUCIÓN OFTÁLMICA 2 mg + 5 mg + 20 mg,S01ED51,no_desabastecido,2024-02-21,cerrado
BRIMONIDINA TARTRATO + TIMOLOL SOLUCIÓN OFTÁLMICA 2 mg + 5 mg / ml,S01ED51,no_desabastecido,2025-02-28,cerrado
BROMAZEPAM TABLETA 6 mg,N05BA08,no_desabastecido,2025-09-19,cerrado
BUSULFAN SOLUCION INYECTABLE 60mg,L01AB01,no_desabastecido,2026-05-29,cerrado
"CANDERSARTAN + HIDROCLOROTIAZIDA TABLETA 32 mg + 12,5 mg",C09DA06,no_desabastecido,2023-04-23,cerrado
CANDESARTAN + AMLODIPINO TABLETA 10 mg + 16 mg,C09DB05,no_desabastecido,2025-02-28,cerrado
CARBOXIMETILCELULOSA SODICA SOLUCION OFTALMICA,S01XA20,no_desabastecido,2026-02-27,cerrado
CAPECITABINA 500 mg TABLETA,L01BC06,no_desabastecido,2025-03-31,cerrado
CAPECITABINA TABLETA 500 mg,L01BC06,no_desabastecido,2025-03-31,cerrado
CAPTOPRIL TABLETA 25 mg Y 50 mg,C09AA01,no_desabastecido,2025-09-30,cerrado
CARBAMAZEPINA SUSPENSION ORAL 100 mg / 5 mL (2%),N03AF01,no_desabastecido,2025-09-18,cerrado
CARBAMAZEPINA TABLETA 200 mg,N03AF01,no_desabastecido,2025-09-18,cerrado
CARBÓN ACTIVADO SUSPENSIÓN ORAL 20%,A07BA01,no_desabastecido,2024-12-23,cerrado
CARBONATO DE CALCIO + VITAMINA D3 TABLETA 600 mg + 200 IU,A12AX01,no_desabastecido,2026-01-14,cerrado
"CARBOPLATINO SOLUCION INYECTABLE / SOLUCIÓN CONCENTRADA PARA INFUSIÓN 10 mg, 150 mg Y 450 mg",L01XA02,no_desabastecido,2025-03-31,cerrado
CEFALEXINA POLVO LIOFILIZADO PARA RECONSTITUIR A SUSPENSIÓN ORAL 250 mg/ 5 ml (50 mg/ml),J01DB01,no_desabastecido,2025-08-29,cerrado
CEFALEXINA CÁPSULA DURA 500 mg,J01DB01,no_desabastecido,2025-08-29,cerrado
CEFALEXINA TABLETA 500 mg,J01DB01,no_desabastecido,2025-08-29,cerrado
CEFALOTINA POLVO ESTÉRIL PARA RECONSTITUIR A SOLUCIÓN INYECTABLE 1 g,J01DB04,no_desabastecido,2023-07-21,cerrado
CEFAZOLINA POLVO ESTÉRIL PARA RECONSTITUIR A SOLUCIÓN INYECTABLE 1 g /VIAL,J01DB04,no_desabastecido,2023-04-20,cerrado
CEFRADINA SOLUCIÓN ORAL 250 mg / 5 ml,J01DB09,no_desabastecido,2023-07-06,cerrado
CEFTRIAXONA 1000 MG POLVO ESTERIL PARA RECONSTITUIR A SOLUCION INYECTABLE.,J01DD04,no_desabastecido,2026-05-29,cerrado
CEFUROXIMA SUSPENSIÓN ORAL 250 mg/ 5 ml (5%),J01DC02,no_desabastecido,2022-11-24,cerrado
CICLOBENZAPRINA CLORHIDRATO TABLETA RECUBIERTA 10 mg,M03BX08,no_desabastecido,2025-11-28,cerrado
CICLOFOSFAMIDA TABLETA 50 mg,L01AA01,no_desabastecido,2026-05-29,cerrado
CICLOSILICATO DE SODIO Y ZIRCONIO POLVO PARA RECONSTITUIR A SUSPENSIÓN ORAL 5 g y 10 g,V03AE10,no_desabastecido,2025-10-24,cerrado
CIPROFLOXACINA TABLETA 500 mg,J01MA02,no_desabastecido,2025-05-30,cerrado
CIPROFLOXACINA SOLUCION OFTALMICA 3 mg,S01AX13,no_desabastecido,2026-01-30,cerrado
"CISATRACURIO BESILATO EQUIVALENTE A CISATRACURIO BASE SOLUCIÓN INYECTABLE 5 mg / 2.5 mL, 10 mg / 5 mL Y 5 mg / 1 mL",M03AC11,no_desabastecido,2026-05-29,cerrado
CISPLATINO SOLUCIÓN INYECTABLE 50 mg / VIAL (50 ml) = 1 mg/ml,L01XA01,no_desabastecido,2023-07-10,cerrado
CITARABINA POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCIÓN INYECTABLE 500 mg / VIAL (10 mL) 100 mg / VIAL,L01BC01,no_desabastecido,2023-07-10,cerrado
CITARABINA SOLUCIÓN INYECTABLE 100 mg/ml 500 mg / 5 mL 1000 mg / 10 mL,L01BC01,no_desabastecido,2024-08-30,cerrado
CITRATO DE CLOMIFENO TABLETA 50 mg,G03GB02,no_desabastecido,2024-06-28,cerrado
CLADRIBINA TABLETA 10 mg,L01BB04,no_desabastecido,2026-01-30,cerrado
CLARITROMICINA SUSPENSIÓN ORAL 250 mg/5ml 125 mg/5ml,J01FA09,no_desabastecido,2024-04-25,cerrado
CLARITROMICINA TABLETA DE LIBERACION PROLONGADA 500 mg,J01FA09,no_desabastecido,2026-05-29,cerrado
CLARITROMICINA TABLETA 500 mg,J01FA09,no_desabastecido,2026-05-29,cerrado
CLINDAMICINA SOLUCIÓN INYECTABLE 600 mg / 4 ml,J01FF01,no_desabastecido,2026-05-29,cerrado
CLOMIPRAMINA CLORHIDRATO TABLETA 25 mg,N06AA04,no_desabastecido,2026-02-25,cerrado
"CLONAZEPAM TABLETA 0,5 mg y 2 mg",N03AE01,no_desabastecido,2026-03-20,cerrado
CLONIDINA TABLETA 0.150 mg,C02AC01,no_desabastecido,2023-04-03,cerrado
CLOROQUINA FOSFATO EQUIVALENTE A CLOROQUINA BASE TABLETA 150 mg Y 250 mg,P01BA01,no_desabastecido,2025-04-30,cerrado
"CLORTALIDONA TABLETA 25 mg Y 12,5 mg",C03DB01,no_desabastecido,2025-02-28,cerrado
"CLORURO DE POTASIO SOLUCIÓN INYECTABLE 2 meq/ml (10%) Y 1,341 meq/ ML (10%)",B05XA01,no_desabastecido,2026-04-30,cerrado
CLOTRIMAZOL CREMA TOPICA 1% - 2%,D01AC01,no_desabastecido,2025-10-30,cerrado
COLECALCIFEROL TABLETA 400 UI Y 7000 UI,A11CC05,no_desabastecido,2025-04-30,cerrado
"COLECALCIFEROL SOLUCIÓN ORAL 560 UI, 5600 UI, 25000 UI Y 100000 UI",A11CC05,no_desabastecido,2025-04-30,cerrado
CRIZOTINIB TABLETA 200 mg Y 250 mg,L01XE16,no_desabastecido,2025-07-23,cerrado
CROMOGLICATO SÓDICO SOLUCIÓN OFTÁLMICA 2% Y 4%,S01GX01,no_desabastecido,2024-02-24,cerrado
"D,L-EXAMETAZIMA POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCIÓN INYECTABLE 0.3 mg/vial",V09DA02,no_desabastecido,2023-06-28,cerrado
"DALTEPARINA SÓDICA SOLUCIÓN INYECTABLE 2.500 UI, 5.000 UI, 7.500 UI Y 10.000 UI",B01AB04,no_desabastecido,2025-09-30,cerrado
DARUNAVIR TABLETA 600 mg Y 800 mg,J05AE10,no_desabastecido,2026-04-30,cerrado
"DASATINIB CAPSULA DURA 50 mg, 70 mg, 100 mg y 140 mg",L01XE05,no_desabastecido,2025-09-30,cerrado
"DASATINIB TABLETA 20 mg, 50 mg, 70 mg, 100 mg y 140 mg",L01XE06,no_desabastecido,2026-02-26,cerrado
DAUNORRUBICINA POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCIÓN INYECTABLE 20 mg / VIAL,L01DB01,no_desabastecido,2024-06-28,cerrado
DECANOATO DE NANDROLONA 50.00000 mg SOLUCION INYECTABLE,A14AB01,no_desabastecido,2025-09-30,cerrado
DEFLAZACORT TABLETA 6 mg Y 30 mg,H02AB13,no_desabastecido,2023-10-31,cerrado
DEGLUDEC + LIRAGLUTIDA SOLUCIÓN INYECTABLE 100 mg,A10AE56,no_desabastecido,2023-10-31,cerrado
DESLORATADINA JARABE 2.5 mg/5mL 0.05 g/100mL 50 mg/100mL,R06AX27,no_desabastecido,2024-08-30,cerrado
DESLORATADINA TABLETA 2.5 mg Y 5 mg,R06AX27,no_desabastecido,2024-04-25,cerrado
DESMOPRESINA SOLUCIÓN NASAL EN SPRAY 0.1 mg/ml - 10 mcg; 0.1 mg/ml equivalente a 80 mcg/ml,H01BA02,no_desabastecido,2026-04-30,cerrado
DESVENLAFAXINA TABLETA 50mg Y 100 mg,N06AX23,no_desabastecido,2025-02-28,cerrado
DEXAMETASONA SOLUCIÓN INYECTABLE 8 mg/ 2 ml,H02AB02,no_desabastecido,2026-02-27,cerrado
DEXAMETASONA TABLETA 4 mg Y 40 mg,H02AB02,no_desabastecido,2023-07-10,cerrado
DEXAMETASONA TABLETA 0.75 mg,H02AB02,no_desabastecido,2024-06-28,cerrado
DEXAMETASONA + CIPROFLOXACIN SOLUCIÓN OFTÁLMICA 3 mg/ml + 1 mg/ml,S01CA01,no_desabastecido,2026-02-27,cerrado
DEXMEDETOMIDINA CLORHIDRATO SOLUCIÓN INYECTABLE 4 mcg / vial,N05CM18,no_desabastecido,2026-03-26,cerrado
DICLOFENACO SLN INYECTABLE 75 mg / vial,M01AB05,no_desabastecido,2025-08-29,cerrado
DIENOGEST TABLETA 2 mg,G03DB08,no_desabastecido,2024-08-30,cerrado
DIENOGEST + ESTRADIOL TABLETA 2 mg + 3 mg,G03AA14,no_desabastecido,2022-11-28,cerrado
DILTIAZEM TABLETA 60 mg,C08DB01,no_desabastecido,2023-04-23,cerrado
DINITRATO DE ISOSORBIDA TABLETA SUBLINGUAL 5 mg,C01DA08,no_desabastecido,2023-11-21,cerrado
DIPIRONA SOLUCIÓN INYECTABLE 1g y 2.5 g,N02BB02,no_desabastecido,2024-04-25,cerrado
DOBUTAMINA SOLUCIÓN INYECTABLE 1 mg/ml,C01CA07,no_desabastecido,2020-06-08,cerrado
"DOLUTEGRAVIR SODICO 52,6 mg EQUIVALENTES A DOLUTEGRAVIR 50 mg TABLETA",J05AX12,no_desabastecido,2026-03-31,cerrado
DORNASA SOLUCIÓN PARA INHALACIÓN 1 mg/mL,R05CB13,no_desabastecido,2025-12-16,cerrado
DOXAZOSINA TABLETA 4 mg,C02CA04,no_desabastecido,2024-05-29,cerrado
DOXORUBICINA POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCIÓN INYECTABLE 10 mg / VIAL Y 50 mg / VIAL,L01DB01,no_desabastecido,2025-12-19,cerrado
DROSPIRENONA + ETINILESTRADIOL FUERTE TABLETA 3 mg + 30 mcg,G03AA12,no_desabastecido,2025-10-31,cerrado
DROSPIRENONA + ETINILESTRADIOL SUAVE TABLETA 3 mg + 20 mcg Y 2 mg + 20 mcg,G03AA12,no_desabastecido,2025-10-31,cerrado
DULAGLUTIDA SOLUCION INYECTABLE 0.75 mg/ 0.5 ml y 1.5 mg/ 0.5 ml,A10BJ06,no_desabastecido,2025-12-19,cerrado
EFAVIRENZ TABLETA 600 mg,J05AG03,no_desabastecido,2025-06-26,cerrado
ELETRIPTÁN TABLETA 40 mg,N02CC06,no_desabastecido,2025-10-31,cerrado
EMICIZUMAB SLN INYECTABLE 30 mg/ml y 150 mg/ml,B02BX06,no_desabastecido,2026-02-27,cerrado
EMPAGLIFOZINA TABLETA 10 mg Y 25 mg,A10BK03,no_desabastecido,2026-02-24,cerrado
ENANTATO DE NORETISTERONA + VALERATO DE ESTRADIOL SOLUCIÓN INYECTABLE 50 mg + 5 mg,G03AB04,no_desabastecido,2025-07-31,cerrado
"ENTECAVIR TABLETA 0,5 mg Y 1 mg",J05AF10,no_desabastecido,2026-05-29,cerrado
EPLERENONA TABLETA 25 mg Y 50 mg,C03DA04,no_desabastecido,2023-04-23,cerrado
EPROSARTÁN TABLETA 600 mg,C09CA02,no_desabastecido,2023-04-23,cerrado
ERITROMICINA TABLETA 500 mg,J01FA01,no_desabastecido,2024-10-31,cerrado
ERITROPOYETINA HUMANA RECOMBINANTE 4000 IU POLVO ESTERIL PARA RECONSTITUIR A SUSPENSION INYECTABLE,B03XA01,no_desabastecido,2026-03-26,cerrado
ERITROPOYETINA HUMANA RECOMBINANTE 40000 UI POLVO ESTERIL PARA RECONSTITUIR A SOLUCION INYECTABLE/ SOLUCION INYECTABLE,B03XA01,no_desabastecido,2026-03-26,cerrado
ERITROPOYETINA RECOMBINANTE HUMANA 2000 UI SOLUCIÓN INYECTABLE / POLVO ESTÉRIL PARA RECONSTITUIR A SOLUCION INYECTABLE,B03XA01,no_desabastecido,2026-03-26,cerrado
ERITROPOYETINA RECOMBINANTE HUMANA TIPO BETA (EPOETINA BETA) 30000 UI SOLUCION INYECTABLE,B03XA01,no_desabastecido,2026-03-26,cerrado
ESCITALOPRAM TABLETA 10 mg y 20 mg,N06AB10,no_desabastecido,2026-04-30,cerrado
"ESCITALOPRAM SOLUCIÓN ORAL 0.1 g, 10 mg y 20 mg",N06AB10,no_desabastecido,2026-04-30,cerrado
ESPIRAMICINA BASE TABLETA 3.000.000 UI,J01FA02,no_desabastecido,2026-02-27,cerrado
ESPIRONOLACTONA TABLETA 25 mg,C03DA01,no_desabastecido,2025-12-31,cerrado
ESPIRONOLACTONA TABLETA 100 mg,C03DA01,no_desabastecido,2025-12-31,cerrado
"ESTRÓGENOS CONJUGADOS CREMA VAGINAL 0,625 mg/g",G03CA57,no_desabastecido,2023-09-04,cerrado
ESZOPICLONA TABLETA 3 mg,N05CF04,no_desabastecido,2026-05-29,cerrado
ETAMBUTOL TABLETA 400 mg,J04AK02,no_desabastecido,2025-07-31,cerrado
ETORICOXIB TABLETA 90 mg,M01AH05,no_desabastecido,2025-09-30,cerrado
EXENATIDA SUSPENSIÓN INYECTABLE 2 mg / VIAL,A10BJ01,no_desabastecido,2024-07-31,cerrado
"FACTOR VIII (Recombinante EHL) - POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCIÓN INYECTABLE 500UI, 250 UI, 1000 UI, 1500 UI, 2000UI, 3000 UI / VIAL",B02BD02,no_desabastecido,2026-02-27,cerrado
"FACTOR VIII (Recombinante SHL) POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCIÓN INYECTABLE 500UI, 250 UI, 1000 UI, 1500 UI, 2000UI y 3000 UI / VIAL",B02BD02,no_desabastecido,2026-02-27,cerrado
FACTOR VIII + FACTOR VON WILLEBRAND (Con proporción de Factor VW superior a la de Factor VIII) POLVO ESTERIL PARA RECONSTITUIR A SOLUCION INYECTABLE (50 UI + 120 UI) / VIAL,B02BD06,no_desabastecido,2026-02-27,cerrado
FEBUXOSTAT TABLETA 40 mg,M04AA03,no_desabastecido,2025-05-30,cerrado
FEBUXOSTAT TABLETA 80 mg,M04AA03,no_desabastecido,2026-02-27,cerrado
FENITOINA SUSPENSION ORAL 2.5 g,N03AB02,no_desabastecido,2025-04-30,cerrado
FENITOINA CAPSULA DURA 100 mg,N03AB02,no_desabastecido,2026-03-19,cerrado
FENITOINA SOLUCION INYECTABLE 250 mg,N03AB02,no_desabastecido,2025-08-29,cerrado
FENOBARBITAL TABLETA 10 mg y 50 mg,N03AB02,no_desabastecido,2026-04-24,cerrado
FENOTEROL/ BROMURO DE IPRATROPIO SOLUCIÓN INHALACIÓN 0.5 mg/ml Y 0.25 mg/ml,R03AL01,no_desabastecido,2020-06-08,cerrado
FLUOROURACILO SOLUCIÓN INYECTABLE 500 mg/10mL,L01BC02,no_desabastecido,2023-05-29,cerrado
FLUOXETINA TABLETA 20 mg JARABE 20 mg/ 5 mL,N06AB03,no_desabastecido,2024-07-31,cerrado
FLUOXETINA CAPSULA 20 mg,N06AB03,no_desabastecido,2026-04-30,cerrado
FLUVOXAMINA TABLETA 100 mg,N06AB08,no_desabastecido,2026-04-30,cerrado
FOLINATO DE CALCIO SOLUCIÓN INYECTABLE 50 mg/5 ml (10 mg/ml),V03AF03,no_desabastecido,2025-04-30,cerrado
"FONDAPARINUX SOLUCION INYECTABLE 2,5 mg / 0,5 ml",B01AX05,monitorizacion,2025-09-30,cerrado
FOSFOMICINA POLVO ESTÉRIL PARA RECONSTITUIR A SOLUCIÓN INYECTABLE 4 g / VIAL,J01XX01,monitorizacion,2025-05-30,cerrado
FUROSEMIDA TABLETA 40 mg,C03CA01,no_desabastecido,2025-08-29,cerrado
GATIFLOXACIN SOLUCIÓN OFTÁLMICA 5 mg/mL,S01AE06,no_desabastecido,2026-02-27,cerrado
GLIBENCLAMIDA TABLETA 5 mg,A10BB01,no_desabastecido,2024-06-28,cerrado
GLUCONATO DE CALCIO SOLUCIÓN INYECTABLE al 10% 940 mg / 100 mL,A12AA03,no_desabastecido,2026-02-27,cerrado
"HEPARINA SÓDICA SOLUCIÓN INYECTABLE 1.000UI/ml, 5.000 UI/ml, 25.000UI/ml Y 25.000UI /5 ml",B01AB01,no_desabastecido,2023-04-03,cerrado
HIALURONIDASA POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCIÓN INYECTABLE 150 UI / VIAL,V04AA01,no_desabastecido,2023-07-19,cerrado
HIDROCLOROTIAZIDA TABLETA 12.5 mg y 50 mg,N02AA03,no_desabastecido,2023-04-23,cerrado
HIDROCORTISONA SUCCINATO SODICO POLVO ESTERIL PARA RECONSTITUIR A SOLUCION INYECTABLE 100 mg / VIAL,H02AB09,no_desabastecido,2026-05-29,cerrado
HIDROMORFONA SOLUCIÓN INYECTABLE 2 mg/ml,N02AA03,no_desabastecido,2023-10-27,cerrado
HIDROMORFONA TABLETA 2.5 mg,N02AA03,no_desabastecido,2023-10-27,cerrado
HIERRO POLIMALTOSADO CON MULTIVITAMINAS Y ACIDO FOLICO JARABE (0.2 mg + 30 mg) / 100 ml,B03AE02,no_desabastecido,2025-10-30,cerrado
HIERRO POLIMALTOSADO CON MULTIVITAMINAS Y ACIDO FOLICO CAPSULA DURA 100 mg + 1 mg + 330 mg,B03AE02,no_desabastecido,2025-10-30,cerrado
HIERRO POLIMALTOSADO CON MULTIVITAMINAS Y ACIDO FOLICO TABLETA 100 mg + 400 mcg,B03AE02,no_desabastecido,2025-10-30,cerrado
HIERRO POLIMALTOSADO CON MULTIVITAMINAS Y ACIDO FOLICO TABLETA 60 mg + 70 mg + 0.4 mg,B03AE02,no_desabastecido,2025-03-31,cerrado
ICATIBANT ACETATO EQUIVALENTE A ICATIBANT SOLUCION INYECTABLE 30 mg / 3 ml (10 mg / ml),B06AC02,no_desabastecido,2025-05-30,cerrado
IDARRUBICINA POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCIÓN INYECTABLE 10 mg / VIAL,L01DB06,no_desabastecido,2025-12-19,cerrado
IDARRUBICINA SOLUCIÓN CONCENTRADA PARA INFUSIÓN 1 mg/ml,L01DB06,no_desabastecido,2023-07-10,cerrado
ILOPROST SUSPENSIÓN PARA INHALACIÓN CON NEBULIZADOR 10 mcg Y 20 mcg,B01AC11,no_desabastecido,2025-07-31,cerrado
IMIPRAMINA TABLETA 10 mg Y 25 mg,N06AA02,no_desabastecido,2024-07-31,cerrado
INDAPAMIDA TABLETA 1.5 mg Y 2.5 mg,C03BA11,no_desabastecido,2023-04-23,cerrado
"INMUNOGLOBULINAS ESPECÍFICAS NEUTRALIZANTES DEL VENENO DE LAS ESPECIES MICRURUS DUMERILII, MICRURUS MIPARTITUS, MICRURUS ISOZONUS Y MICRURUS SURINAMENSIS. SOLUCIÓN INYECTABLE 2 mg/10 mL",J06BB05,no_desabastecido,2024-03-22,cerrado
INSULINA ASPARTA 100 UI 0.03500 mg SOLUCION INYECTABLE,A10AB05,no_desabastecido,2026-04-30,cerrado
INSULINA GLULISINA SOLUCION INYECTABLE 100 UI/ml,A10AB06,no_desabastecido,2026-04-30,cerrado
INSULINA GLARGINA SOLUCIÓN INYECTABLE 100 UI/ml,A10AE04,no_desabastecido,2026-03-27,cerrado
